utc_timestamp,BE
2013-03-18 01:00:00,8625.0
2013-03-18 02:00:00,8537.0
2013-03-18 03:00:00,8636.0
2013-03-18 04:00:00,9211.0
2013-03-18 05:00:00,10337.0
2013-03-18 06:00:00,10733.0
2013-03-18 07:00:00,11099.0
2013-03-18 08:00:00,11170.0
2013-03-18 09:00:00,11323.0
2013-03-18 10:00:00,11139.0
2013-03-18 11:00:00,11170.0
2013-03-18 12:00:00,11191.0
2013-03-18 13:00:00,11030.0
2013-03-18 14:00:00,10818.0
2013-03-18 15:00:00,10719.0
2013-03-18 16:00:00,10978.0
2013-03-18 17:00:00,11131.0
2013-03-18 18:00:00,11533.0
2013-03-18 19:00:00,11031.0
2013-03-18 20:00:00,10382.0
2013-03-18 21:00:00,10465.0
2013-03-18 22:00:00,10462.0
2013-03-18 23:00:00,9848.0
2013-03-19 00:00:00,9456.0
2013-03-19 01:00:00,9017.0
2013-03-19 02:00:00,8817.0
2013-03-19 03:00:00,8893.0
2013-03-19 04:00:00,9361.0
2013-03-19 05:00:00,10363.0
2013-03-19 06:00:00,10998.0
2013-03-19 07:00:00,11308.0
2013-03-19 08:00:00,11513.0
2013-03-19 09:00:00,11618.0
2013-03-19 10:00:00,11810.0
2013-03-19 11:00:00,11579.0
2013-03-19 12:00:00,11212.0
2013-03-19 13:00:00,11311.0
2013-03-19 14:00:00,11107.0
2013-03-19 15:00:00,10934.0
2013-03-19 16:00:00,11009.0
2013-03-19 17:00:00,11240.0
2013-03-19 18:00:00,11747.0
2013-03-19 19:00:00,11246.0
2013-03-19 20:00:00,10585.0
2013-03-19 21:00:00,10723.0
2013-03-19 22:00:00,10744.0
2013-03-19 23:00:00,10033.0
2013-03-20 00:00:00,9506.0
2013-03-20 01:00:00,9141.0
2013-03-20 02:00:00,8956.0
2013-03-20 03:00:00,9042.0
2013-03-20 04:00:00,9458.0
2013-03-20 05:00:00,10515.0
2013-03-20 06:00:00,11131.0
2013-03-20 07:00:00,11609.0
2013-03-20 08:00:00,11921.0
2013-03-20 09:00:00,12066.0
2013-03-20 10:00:00,12206.0
2013-03-20 11:00:00,11950.0
2013-03-20 12:00:00,11936.0
2013-03-20 13:00:00,11879.0
2013-03-20 14:00:00,11821.0
2013-03-20 15:00:00,11684.0
2013-03-20 16:00:00,11807.0
2013-03-20 17:00:00,11838.0
2013-03-20 18:00:00,12059.0
2013-03-20 19:00:00,11505.0
2013-03-20 20:00:00,10814.0
2013-03-20 21:00:00,11045.0
2013-03-20 22:00:00,10940.0
2013-03-20 23:00:00,10441.0
2013-03-21 00:00:00,9891.0
2013-03-21 01:00:00,9495.0
2013-03-21 02:00:00,9296.0
2013-03-21 03:00:00,9276.0
2013-03-21 04:00:00,9661.0
2013-03-21 05:00:00,10691.0
2013-03-21 06:00:00,11177.0
2013-03-21 07:00:00,11456.0
2013-03-21 08:00:00,11862.0
2013-03-21 09:00:00,12032.0
2013-03-21 10:00:00,12016.0
2013-03-21 11:00:00,11354.0
2013-03-21 12:00:00,11289.0
2013-03-21 13:00:00,11387.0
2013-03-21 14:00:00,11167.0
2013-03-21 15:00:00,11023.0
2013-03-21 16:00:00,11230.0
2013-03-21 17:00:00,11417.0
2013-03-21 18:00:00,11934.0
2013-03-21 19:00:00,11423.0
2013-03-21 20:00:00,10827.0
2013-03-21 21:00:00,11010.0
2013-03-21 22:00:00,10999.0
2013-03-21 23:00:00,10484.0
2013-03-22 00:00:00,9928.0
2013-03-22 01:00:00,9495.0
2013-03-22 02:00:00,9268.0
2013-03-22 03:00:00,9317.0
2013-03-22 04:00:00,9758.0
2013-03-22 05:00:00,10680.0
2013-03-22 06:00:00,11095.0
2013-03-22 07:00:00,11308.0
2013-03-22 08:00:00,11457.0
2013-03-22 09:00:00,11457.0
2013-03-22 10:00:00,11537.0
2013-03-22 11:00:00,11151.0
2013-03-22 12:00:00,11096.0
2013-03-22 13:00:00,11113.0
2013-03-22 14:00:00,10862.0
2013-03-22 15:00:00,10887.0
2013-03-22 16:00:00,10986.0
2013-03-22 17:00:00,11100.0
2013-03-22 18:00:00,11338.0
2013-03-22 19:00:00,10911.0
2013-03-22 20:00:00,10406.0
2013-03-22 21:00:00,10786.0
2013-03-22 22:00:00,10845.0
2013-03-22 23:00:00,10240.0
2013-03-23 00:00:00,9672.0
2013-03-23 01:00:00,9141.0
2013-03-23 02:00:00,8846.0
2013-03-23 03:00:00,8798.0
2013-03-23 04:00:00,8781.0
2013-03-23 05:00:00,8932.0
2013-03-23 06:00:00,9033.0
2013-03-23 07:00:00,9670.0
2013-03-23 08:00:00,10350.0
2013-03-23 09:00:00,10753.0
2013-03-23 10:00:00,11009.0
2013-03-23 11:00:00,10931.0
2013-03-23 12:00:00,10748.0
2013-03-23 13:00:00,10643.0
2013-03-23 14:00:00,10461.0
2013-03-23 15:00:00,10320.0
2013-03-23 16:00:00,10491.0
2013-03-23 17:00:00,10686.0
2013-03-23 18:00:00,10961.0
2013-03-23 19:00:00,10483.0
2013-03-23 20:00:00,9989.0
2013-03-23 21:00:00,10254.0
2013-03-23 22:00:00,10422.0
2013-03-23 23:00:00,10141.0
2013-03-24 00:00:00,9669.0
2013-03-24 01:00:00,9257.0
2013-03-24 02:00:00,8933.0
2013-03-24 03:00:00,8720.0
2013-03-24 04:00:00,8723.0
2013-03-24 05:00:00,8637.0
2013-03-24 06:00:00,8528.0
2013-03-24 07:00:00,9106.0
2013-03-24 08:00:00,9816.0
2013-03-24 09:00:00,10228.0
2013-03-24 10:00:00,10631.0
2013-03-24 11:00:00,10726.0
2013-03-24 12:00:00,10400.0
2013-03-24 13:00:00,9986.0
2013-03-24 14:00:00,9908.0
2013-03-24 15:00:00,9712.0
